grade_distributions.A-,code,grade_distributions.NC,grade_distributions.A+,grade_distributions.B,grade_distributions.C+,grade_distributions.D-,grade_distributions.A,grade_distributions.F,grade_distributions.D,grade_distributions.C-,grade_distributions.CR,grade_distributions.B+,grade_distributions.C,grade_distributions.D+,grade_distributions.B-
,LINGUIST 3,,,,,,,,,,,,,,
7,LINGUIST 5N,0,1,6,0,0,9,0,0,0,2,4,0,0,0
,LINGUIST 10N,,,,,,,,,,,,,,
,LINGUIST 36,,,,,,,,,,,,,,
9,LINGUIST 44N,0,1,1,0,0,5,0,0,0,1,3,0,0,0
6,LINGUIST 47N,0,1,1,0,0,5,0,0,0,0,2,0,0,0
,LINGUIST 52N,,,,,,,,,,,,,,
0,LINGUIST 63N,0,1,0,0,0,12,0,0,0,1,0,0,0,0
18,LINGUIST 65,0,13,15,0,0,44,0,1,0,3,17,2,0,1
,LINGUIST 66,,,,,,,,,,,,,,
,LINGUIST 83Q,,,,,,,,,,,,,,
0,LINGUIST 90,0,1,0,0,0,8,0,0,0,0,0,0,0,0
0,LINGUIST 105,0,0,2,0,0,3,0,0,0,0,0,0,0,0
,LINGUIST 106,,,,,,,,,,,,,,
16,LINGUIST 110,0,4,6,2,0,17,1,0,0,1,7,1,0,1
,LINGUIST 112,,,,,,,,,,,,,,
,LINGUIST 116,,,,,,,,,,,,,,
19,LINGUIST 120,0,3,9,4,0,36,0,0,0,4,12,2,0,7
0,LINGUIST 121,0,0,1,0,0,1,0,0,0,0,0,0,0,0
,LINGUIST 124,,,,,,,,,,,,,,
8,LINGUIST 130A,1,27,1,0,0,23,0,0,0,1,4,1,0,0
0,LINGUIST 130B,0,1,1,0,0,9,0,0,0,0,1,0,0,0
1,LINGUIST 130C,0,1,0,0,0,2,0,0,0,4,1,0,0,0
,LINGUIST 134A,,,,,,,,,,,,,,
0,LINGUIST 140,0,1,6,0,0,2,0,0,0,3,2,3,0,0
1,LINGUIST 141,0,0,1,1,0,1,0,0,0,0,4,0,0,0
,LINGUIST 142,,,,,,,,,,,,,,
,LINGUIST 143,,,,,,,,,,,,,,
1,LINGUIST 144,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12,LINGUIST 150,1,1,2,0,0,20,0,0,0,1,4,0,0,0
0,LINGUIST 152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 153,,,,,,,,,,,,,,
,LINGUIST 154,,,,,,,,,,,,,,
,LINGUIST 155,,,,,,,,,,,,,,
,LINGUIST 155F,,,,,,,,,,,,,,
9,LINGUIST 156,0,10,3,1,0,15,0,0,0,0,4,0,0,3
0,LINGUIST 157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,LINGUIST 160,0,2,0,0,0,6,0,0,0,1,3,0,0,0
,LINGUIST 162,,,,,,,,,,,,,,
1,LINGUIST 163,0,0,0,0,0,5,0,0,1,0,2,0,0,0
,LINGUIST 163A,,,,,,,,,,,,,,
1,LINGUIST 167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 171,,,,,,,,,,,,,,
,LINGUIST 173,,,,,,,,,,,,,,
4,LINGUIST 180,0,3,1,0,0,12,0,0,0,1,1,0,0,0
,LINGUIST 181,,,,,,,,,,,,,,
,LINGUIST 182,,,,,,,,,,,,,,
0,LINGUIST 183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 185,,,,,,,,,,,,,,
0,LINGUIST 188,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,LINGUIST 191,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,LINGUIST 195A,,,,,,,,,,,,,,
,LINGUIST 196,,,,,,,,,,,,,,
,LINGUIST 197A,,,,,,,,,,,,,,
0,LINGUIST 198,0,0,0,0,0,2,0,0,0,1,0,0,0,0
1,LINGUIST 199,0,0,0,0,0,15,0,0,0,5,1,0,0,0
0,LINGUIST 200,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,LINGUIST 204,,,,,,,,,,,,,,
2,LINGUIST 205A,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,LINGUIST 205B,,,,,,,,,,,,,,
,LINGUIST 207,,,,,,,,,,,,,,
2,LINGUIST 210A,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,LINGUIST 210B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,LINGUIST 211,,,,,,,,,,,,,,
,LINGUIST 212A,,,,,,,,,,,,,,
,LINGUIST 212B,,,,,,,,,,,,,,
,LINGUIST 213,,,,,,,,,,,,,,
,LINGUIST 214,,,,,,,,,,,,,,
,LINGUIST 217,,,,,,,,,,,,,,
,LINGUIST 218,,,,,,,,,,,,,,
,LINGUIST 219,,,,,,,,,,,,,,
,LINGUIST 221A,,,,,,,,,,,,,,
,LINGUIST 221B,,,,,,,,,,,,,,
0,LINGUIST 222A,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,LINGUIST 222B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 223,,,,,,,,,,,,,,
,LINGUIST 224,,,,,,,,,,,,,,
,LINGUIST 224A,,,,,,,,,,,,,,
,LINGUIST 224B,,,,,,,,,,,,,,
0,LINGUIST 225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 227C,,,,,,,,,,,,,,
,LINGUIST 229A,,,,,,,,,,,,,,
,LINGUIST 229B,,,,,,,,,,,,,,
,LINGUIST 229C,,,,,,,,,,,,,,
,LINGUIST 229D,,,,,,,,,,,,,,
0,LINGUIST 230A,0,2,3,0,0,5,0,0,0,1,1,0,0,0
0,LINGUIST 230B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 230C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 230D,,,,,,,,,,,,,,
,LINGUIST 230E,,,,,,,,,,,,,,
1,LINGUIST 232A,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,LINGUIST 232B,,,,,,,,,,,,,,
0,LINGUIST 234,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,LINGUIST 235,,,,,,,,,,,,,,
0,LINGUIST 236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 237,,,,,,,,,,,,,,
0,LINGUIST 239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 240,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,LINGUIST 241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 242,,,,,,,,,,,,,,
,LINGUIST 245,,,,,,,,,,,,,,
0,LINGUIST 246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 249,,,,,,,,,,,,,,
0,LINGUIST 250,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,LINGUIST 251,,,,,,,,,,,,,,
,LINGUIST 252,,,,,,,,,,,,,,
,LINGUIST 253,,,,,,,,,,,,,,
,LINGUIST 254,,,,,,,,,,,,,,
0,LINGUIST 255A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 255B,,,,,,,,,,,,,,
,LINGUIST 255C,,,,,,,,,,,,,,
0,LINGUIST 255D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 255E,,,,,,,,,,,,,,
,LINGUIST 255F,,,,,,,,,,,,,,
,LINGUIST 256,,,,,,,,,,,,,,
0,LINGUIST 257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 258,,,,,,,,,,,,,,
,LINGUIST 259,,,,,,,,,,,,,,
,LINGUIST 260A,,,,,,,,,,,,,,
0,LINGUIST 260B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 263,,,,,,,,,,,,,,
,LINGUIST 264,,,,,,,,,,,,,,
0,LINGUIST 265,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,LINGUIST 266,,,,,,,,,,,,,,
,LINGUIST 270,,,,,,,,,,,,,,
,LINGUIST 271,,,,,,,,,,,,,,
,LINGUIST 272,,,,,,,,,,,,,,
,LINGUIST 273,,,,,,,,,,,,,,
,LINGUIST 274B,,,,,,,,,,,,,,
,LINGUIST 274C,,,,,,,,,,,,,,
0,LINGUIST 275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 276,,,,,,,,,,,,,,
,LINGUIST 277,,,,,,,,,,,,,,
,LINGUIST 278,,,,,,,,,,,,,,
0,LINGUIST 280,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,LINGUIST 281,,,,,,,,,,,,,,
,LINGUIST 282,,,,,,,,,,,,,,
,LINGUIST 283,,,,,,,,,,,,,,
,LINGUIST 283,,,,,,,,,,,,,,
0,LINGUIST 284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 284A,,,,,,,,,,,,,,
0,LINGUIST 286,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,LINGUIST 287,,,,,,,,,,,,,,
0,LINGUIST 288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 289,,,,,,,,,,,,,,
0,LINGUIST 291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 393A,,,,,,,,,,,,,,
0,LINGUIST 394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 395C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,LINGUIST 395D,,,,,,,,,,,,,,
0,LINGUIST 396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LINGUIST 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 16,,,,,,,,,,,,,,
106,MATH 19,23,38,148,30,5,113,9,12,14,46,122,42,3,67
77,MATH 20,8,24,102,14,0,110,5,7,21,38,92,21,3,46
66,MATH 21,7,16,68,8,0,56,1,1,16,26,85,12,4,26
44,MATH 41,5,11,46,17,1,49,2,1,7,12,40,14,0,31
12,MATH 41A,0,1,17,2,0,15,1,0,2,1,11,6,0,11
52,MATH 42,7,21,49,22,0,66,0,3,8,19,40,23,0,30
26,MATH 42A,0,5,26,12,0,35,1,2,2,2,26,3,0,17
650,MATH 51,43,314,777,173,3,1025,33,19,87,191,687,171,8,340
56,MATH 51A,1,13,66,15,0,64,3,0,3,9,68,14,0,31
40,MATH 51H,0,29,23,4,0,66,3,1,3,2,30,4,0,14
3,MATH 51M,0,22,4,0,0,25,0,0,0,17,6,1,0,0
130,MATH 52,7,95,168,34,0,299,4,7,19,40,124,49,4,61
26,MATH 52H,0,25,10,0,0,62,0,1,2,1,8,2,0,9
272,MATH 53,12,148,304,66,1,491,6,8,28,63,252,64,5,132
25,MATH 53H,0,15,9,1,0,41,0,0,0,1,13,1,0,6
0,MATH 70SI,0,0,0,0,0,1,0,0,0,15,0,0,0,0
,MATH 78SI,,,,,,,,,,,,,,
0,MATH 80Q,0,2,0,0,0,5,0,0,0,0,0,0,0,0
0,MATH 87Q,0,4,0,0,0,37,0,0,0,0,0,0,0,0
0,MATH 88Q,0,5,1,0,0,22,0,0,0,0,0,0,0,0
,MATH 101,,,,,,,,,,,,,,
0,MATH 104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,MATH 106,0,6,6,1,0,24,0,0,1,1,3,1,0,2
14,MATH 108,0,17,11,1,1,28,1,1,1,5,10,0,0,3
13,MATH 109,0,5,15,3,0,28,0,1,2,2,7,2,0,6
14,MATH 110,0,9,8,3,0,28,2,0,0,4,12,0,0,5
0,MATH 111,0,1,0,0,0,1,0,0,0,0,2,0,0,0
25,MATH 113,4,25,41,5,0,84,4,0,0,27,29,10,0,29
2,MATH 114,0,2,2,0,0,1,0,0,0,0,0,0,0,0
27,MATH 115,1,21,10,4,0,67,2,1,2,15,13,2,1,3
13,MATH 116,0,15,10,2,0,25,0,0,0,1,6,0,0,7
,MATH 118,,,,,,,,,,,,,,
1,MATH 120,0,1,0,0,0,3,0,0,0,2,2,0,0,0
0,MATH 121,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,MATH 122,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,MATH 131P,1,23,20,3,0,53,2,0,1,11,19,4,0,16
4,MATH 132,0,2,1,1,0,6,0,0,0,1,1,0,0,0
10,MATH 136,0,0,3,0,0,19,0,0,0,7,3,0,0,0
,MATH 137,,,,,,,,,,,,,,
0,MATH 138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,MATH 143,0,6,8,0,0,19,1,0,0,5,3,0,0,1
,MATH 144,,,,,,,,,,,,,,
0,MATH 145,0,3,0,0,0,3,0,0,0,0,1,0,0,0
0,MATH 146,0,3,2,0,0,8,0,0,0,1,1,0,0,0
4,MATH 147,0,2,1,0,0,4,0,0,0,0,0,0,0,0
6,MATH 148,0,3,1,0,0,4,0,0,1,1,3,0,0,2
,MATH 149,,,,,,,,,,,,,,
20,MATH 151,0,9,7,0,0,37,0,0,0,8,2,3,0,1
14,MATH 152,1,11,4,3,0,26,0,0,1,7,9,3,0,3
0,MATH 154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 159,0,0,0,0,0,15,0,0,0,0,0,0,0,0
10,MATH 161,0,17,4,2,0,26,1,0,1,1,11,2,0,2
1,MATH 162,0,1,0,0,0,2,0,0,0,0,0,0,0,0
,MATH 163,,,,,,,,,,,,,,
32,MATH 171,5,29,28,2,0,52,2,0,1,14,21,5,0,7
4,MATH 172,0,2,3,0,0,13,0,0,0,6,6,0,0,3
0,MATH 173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 174,0,1,0,0,0,4,0,0,0,1,0,0,0,0
9,MATH 175,0,10,3,0,0,17,1,0,0,4,2,0,0,0
,MATH 177,,,,,,,,,,,,,,
10,MATH 180,0,8,10,0,0,22,0,0,0,11,5,0,0,1
,MATH 191,,,,,,,,,,,,,,
0,MATH 193,2,2,0,0,0,1,0,0,0,44,0,0,0,0
0,MATH 196,1,0,0,0,0,1,0,0,0,27,0,0,0,0
1,MATH 197,0,8,0,0,0,22,0,0,0,2,0,1,0,0
0,MATH 198,0,1,1,0,0,0,1,0,0,1,0,0,0,0
0,MATH 199,0,3,0,0,0,13,0,0,0,0,0,0,0,0
5,MATH 205A,0,2,5,3,0,16,0,0,0,2,4,0,0,4
2,MATH 205B,0,3,2,0,0,5,0,0,0,1,4,0,0,1
0,MATH 210A,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,MATH 210B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,MATH 210C,0,2,0,0,0,7,0,0,0,0,0,1,0,0
0,MATH 215A,0,3,0,0,0,10,0,0,0,2,1,0,0,1
0,MATH 215B,0,1,1,0,0,8,0,0,0,4,0,0,0,0
1,MATH 215C,0,1,0,0,0,4,0,0,0,0,0,0,0,0
,MATH 216A,,,,,,,,,,,,,,
,MATH 216B,,,,,,,,,,,,,,
,MATH 216C,,,,,,,,,,,,,,
1,MATH 217A,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,MATH 217C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 220,0,0,1,0,0,3,0,0,0,2,1,0,0,1
,MATH 221A,,,,,,,,,,,,,,
,MATH 221B,,,,,,,,,,,,,,
,MATH 222,,,,,,,,,,,,,,
,MATH 224,,,,,,,,,,,,,,
0,MATH 226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MATH 227,0,1,0,0,0,6,0,0,0,0,0,0,0,0
3,MATH 228,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,MATH 230A,0,0,1,0,0,4,0,0,0,1,2,0,0,0
3,MATH 230B,0,0,0,0,0,2,0,0,0,0,1,0,0,0
1,MATH 230C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 231,,,,,,,,,,,,,,
,MATH 231A,,,,,,,,,,,,,,
,MATH 231C,,,,,,,,,,,,,,
,MATH 232,,,,,,,,,,,,,,
,MATH 234,,,,,,,,,,,,,,
6,MATH 236,0,1,0,0,0,19,0,0,0,6,0,0,0,1
0,MATH 237,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,MATH 238,0,0,0,0,0,13,0,0,0,0,0,0,0,0
1,MATH 239,0,4,0,0,0,9,0,0,0,1,1,0,0,0
,MATH 243,,,,,,,,,,,,,,
,MATH 244,,,,,,,,,,,,,,
,MATH 245A,,,,,,,,,,,,,,
0,MATH 245B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 245C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 247,,,,,,,,,,,,,,
0,MATH 248,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,MATH 248A,,,,,,,,,,,,,,
,MATH 249A,,,,,,,,,,,,,,
0,MATH 249B,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,MATH 249C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 256A,,,,,,,,,,,,,,
0,MATH 256B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 257A,,,,,,,,,,,,,,
,MATH 257B,,,,,,,,,,,,,,
0,MATH 257C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 258,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,MATH 259,,,,,,,,,,,,,,
,MATH 261A,,,,,,,,,,,,,,
,MATH 262,,,,,,,,,,,,,,
,MATH 263A,,,,,,,,,,,,,,
0,MATH 263B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 263C,,,,,,,,,,,,,,
,MATH 264,,,,,,,,,,,,,,
,MATH 266,,,,,,,,,,,,,,
0,MATH 269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 270,,,,,,,,,,,,,,
,MATH 271,,,,,,,,,,,,,,
0,MATH 272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 273A,,,,,,,,,,,,,,
,MATH 273B,,,,,,,,,,,,,,
,MATH 280,,,,,,,,,,,,,,
,MATH 282A,,,,,,,,,,,,,,
0,MATH 282B,0,0,0,0,0,2,0,0,0,0,0,1,0,0
0,MATH 282C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 283,,,,,,,,,,,,,,
,MATH 283A,,,,,,,,,,,,,,
,MATH 284,,,,,,,,,,,,,,
,MATH 284A,,,,,,,,,,,,,,
,MATH 284B,,,,,,,,,,,,,,
0,MATH 285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 287,,,,,,,,,,,,,,
,MATH 290B,,,,,,,,,,,,,,
,MATH 292A,,,,,,,,,,,,,,
,MATH 293A,,,,,,,,,,,,,,
,MATH 295,,,,,,,,,,,,,,
0,MATH 301,0,1,0,0,0,3,0,0,0,0,0,0,0,0
,MATH 310,,,,,,,,,,,,,,
0,MATH 355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATH 360,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,MATH 361,,,,,,,,,,,,,,
,MATH 381,,,,,,,,,,,,,,
0,MATH 382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATH 384,,,,,,,,,,,,,,
,MATH 385,,,,,,,,,,,,,,
,MATH 388,,,,,,,,,,,,,,
,MATH 389,,,,,,,,,,,,,,
0,MATH 391,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,MATH 394,,,,,,,,,,,,,,
,MATH 395,,,,,,,,,,,,,,
,MATH 396,,,,,,,,,,,,,,
0,MATH 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATSCI 10SC,,,,,,,,,,,,,,
0,MATSCI 11SC,0,0,0,0,0,16,0,0,0,1,0,0,0,0
1,MATSCI 81N,0,1,0,0,0,22,0,0,0,0,0,0,0,0
,MATSCI 82N,,,,,,,,,,,,,,
1,MATSCI 100,0,0,0,0,0,1,0,0,0,2,0,0,0,0
0,MATSCI 150,0,0,0,0,0,1,0,0,0,21,0,0,0,0
1,MATSCI 151,0,4,3,0,0,10,0,0,0,2,6,0,0,2
11,MATSCI 152,0,9,2,0,0,14,1,0,0,1,8,0,0,1
14,MATSCI 153,1,5,4,0,0,24,0,0,1,1,14,0,0,1
0,MATSCI 154,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,MATSCI 155,1,4,5,1,0,11,0,2,1,0,11,1,0,5
20,MATSCI 156,1,4,19,2,0,29,1,0,1,8,8,1,0,7
11,MATSCI 157,0,4,6,0,0,11,0,0,0,0,13,0,0,2
0,MATSCI 159Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,MATSCI 160,1,4,2,0,0,29,1,0,0,1,3,0,0,1
0,MATSCI 161,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,MATSCI 162,0,4,4,0,0,12,0,0,0,2,2,3,0,2
0,MATSCI 163,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,MATSCI 164,1,10,1,0,0,29,0,1,0,0,2,0,0,2
,MATSCI 165,,,,,,,,,,,,,,
1,MATSCI 171,0,2,0,0,0,2,0,0,0,0,0,0,0,0
0,MATSCI 172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MATSCI 174,,,,,,,,,,,,,,
,MATSCI 175,,,,,,,,,,,,,,
2,MATSCI 190,1,3,1,0,0,7,0,0,0,0,2,0,0,1
0,MATSCI 192,0,2,0,0,0,5,0,0,0,1,7,0,0,1
3,MATSCI 193,0,1,0,0,0,3,0,0,0,0,0,0,0,2
2,MATSCI 194,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,MATSCI 195,0,1,0,0,0,2,1,0,0,0,1,0,0,0
0,MATSCI 196,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 197,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 198,0,0,1,0,0,2,0,0,0,0,2,0,0,0
0,MATSCI 199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 200,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,MATSCI 202,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,MATSCI 203,0,7,8,1,0,19,1,1,0,0,5,0,0,2
0,MATSCI 204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 205,1,1,1,2,0,7,0,0,0,1,3,0,0,1
0,MATSCI 206,0,0,0,0,0,1,0,0,0,0,2,0,0,0
5,MATSCI 207,0,2,2,2,0,6,1,0,0,0,7,1,0,1
0,MATSCI 208,1,2,1,0,0,2,0,0,0,0,2,0,0,0
0,MATSCI 209,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,MATSCI 210,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,MATSCI 230,0,0,1,0,0,1,0,0,0,29,0,0,0,0
1,MATSCI 251,0,4,0,0,0,8,0,0,0,0,0,0,0,0
9,MATSCI 256,0,1,0,1,0,10,0,0,0,1,6,0,0,1
0,MATSCI 299,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,MATSCI 300,0,0,0,0,0,0,0,0,0,3,0,0,0,0
5,MATSCI 302,0,1,8,0,0,14,0,0,0,1,6,1,0,2
6,MATSCI 303,0,6,0,0,0,21,0,0,0,2,1,0,0,0
1,MATSCI 311,0,1,0,0,0,7,0,0,0,0,0,0,0,0
2,MATSCI 312,0,0,0,0,0,0,0,0,0,1,1,0,0,0
24,MATSCI 316,0,4,0,0,0,22,0,0,0,0,1,0,0,0
0,MATSCI 320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 321,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,MATSCI 322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MATSCI 323,0,0,1,0,0,1,0,0,0,0,0,0,0,0
,MATSCI 326,,,,,,,,,,,,,,
0,MATSCI 331,0,0,0,0,0,8,0,0,0,2,0,0,0,0
,MATSCI 343,,,,,,,,,,,,,,
1,MATSCI 346,0,0,0,0,0,3,0,0,0,0,1,0,0,0
0,MATSCI 347,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,MATSCI 353,,,,,,,,,,,,,,
0,MATSCI 358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 381,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,MATSCI 382,0,3,0,0,0,3,0,0,0,0,1,0,0,0
0,MATSCI 399,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,MATSCI 400,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,MATSCI 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATSCI 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 126,0,1,0,0,0,2,0,0,0,0,1,0,0,0
0,MCP 156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 199,0,2,0,0,0,2,0,0,0,1,0,0,0,0
0,MCP 202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MCP 256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MCP 287,,,,,,,,,,,,,,
0,MCP 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MCP 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MCP 802,,,,,,,,,,,,,,
0,MCS 100,0,3,2,0,0,14,0,0,0,0,0,0,0,0
0,ME 10AX,0,0,0,0,0,1,0,0,0,5,0,0,0,0
1,ME 10N,0,0,0,0,0,34,1,0,0,0,0,0,0,0
,ME 11SC,,,,,,,,,,,,,,
12,ME 12N,0,1,3,0,0,24,0,0,0,0,5,0,0,0
,ME 12SC,,,,,,,,,,,,,,
0,ME 13N,0,0,0,0,0,10,0,0,0,0,0,0,0,0
0,ME 14N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ME 15,,,,,,,,,,,,,,
,ME 16,,,,,,,,,,,,,,
0,ME 16N,0,1,0,0,0,21,0,0,0,0,0,0,0,0
0,ME 17N,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,ME 18Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ME 20N,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,ME 21N,0,8,0,0,0,27,0,0,0,0,0,0,0,0
,ME 23Q,,,,,,,,,,,,,,
2,ME 24N,0,0,0,0,0,18,0,0,0,1,0,0,0,0
,ME 25N,,,,,,,,,,,,,,
0,ME 26N,0,9,0,0,0,24,0,0,0,36,0,0,0,0
,ME 27SI,,,,,,,,,,,,,,
,ME 28SI,,,,,,,,,,,,,,
,ME 29D,,,,,,,,,,,,,,
0,ME 29SI,0,0,1,0,0,0,0,0,0,11,0,0,0,0
98,ME 70,2,35,73,11,0,128,2,2,5,8,62,21,1,26
20,ME 80,3,16,33,6,0,51,0,5,7,2,30,9,0,15
